LotFrontage,LotArea,LotShape,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
90,11988,1,6,1957,1957,0,2,85,3,1,3,777,467,1244,4,1,1244,0,1244,0,1,1,2,6,2,4,1,1,336,3,3,2,0,40,150000
50,5000,0,6,1947,1950,0,2,85,3,1,5,399,605,1004,4,1,1004,660,1664,0,2,0,2,7,2,4,1,2,420,3,3,2,0,24,159000
130,40094,1,10,2007,2008,762,4,105,3,4,6,2260,878,3138,4,1,3138,1538,4676,1,3,1,4,11,1,4,3,3,884,3,3,2,208,406,184750
95,11787,1,7,1996,1997,594,3,95,3,1,6,719,660,1379,4,1,1383,1015,2398,1,2,1,3,8,1,3,3,3,834,3,3,2,239,60,315750
62,7500,0,7,2005,2005,0,3,95,3,1,1,0,1257,1257,4,1,1266,0,1266,0,2,0,3,6,1,3,1,2,453,3,3,2,38,144,176000
70,13300,0,5,1956,2000,0,2,95,3,1,3,377,551,928,2,1,928,0,928,0,1,0,2,4,0,0,1,1,252,3,3,2,261,0,132000
67,14948,1,9,2008,2008,268,4,105,3,3,6,1330,122,1452,4,1,1476,1237,2713,1,2,1,4,11,1,4,3,3,858,3,3,2,126,66,446261
58,9098,1,4,1920,2002,0,2,85,3,2,5,348,180,528,4,1,605,0,605,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,86000
0,32668,1,6,1957,1975,0,3,85,3,1,3,1219,816,2035,2,1,2515,0,2515,1,3,0,2,9,2,3,2,2,484,3,3,2,0,0,200624
85,10200,0,6,1988,1989,219,3,95,3,3,6,783,678,1461,4,1,1509,0,1509,1,2,0,3,5,1,2,2,2,600,3,3,2,224,0,175000
60,6155,1,6,1920,1999,0,2,75,2,2,1,0,611,611,4,1,751,611,1362,0,2,0,2,6,0,0,3,2,502,3,2,2,0,0,128000
60,7200,0,5,1955,2007,0,2,0,0,0,0,0,0,0,4,1,827,0,827,0,1,0,2,5,1,1,1,1,392,3,3,2,0,0,107500
50,5000,0,1,1946,1950,0,1,0,0,0,0,0,0,0,1,0,334,0,334,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,39300
74,9056,1,8,2004,2004,0,3,105,4,3,1,0,707,707,4,1,707,707,1414,0,2,1,3,6,1,4,3,2,403,3,3,2,100,35,178000
70,7000,0,5,1910,1991,0,2,95,3,4,6,969,148,1117,2,1,820,527,1347,1,1,0,2,5,0,0,0,0,0,0,0,0,85,0,107500
57,8924,1,7,1998,1999,0,2,95,3,3,1,0,880,880,4,1,880,844,1724,0,2,1,3,8,0,0,3,2,527,3,3,2,120,155,188000
0,12735,1,4,1972,1972,0,2,85,3,1,4,600,264,864,2,1,864,0,864,0,1,0,2,5,0,0,1,2,576,3,3,2,216,0,111250
0,11553,1,5,1968,1968,188,2,85,3,1,4,673,378,1051,2,1,1159,0,1159,0,1,1,2,7,1,2,1,1,336,3,3,2,466,0,158000
0,11423,0,8,2001,2002,479,3,95,3,3,6,1358,223,1581,4,1,1601,0,1601,1,2,0,3,6,1,3,2,2,670,3,3,2,180,0,272000
85,14601,0,9,2006,2006,584,4,105,3,3,6,1260,578,1838,4,1,1838,0,1838,1,2,0,4,8,1,4,3,3,765,3,3,2,270,68,315000
0,11000,0,8,2000,2000,72,3,95,3,1,1,0,969,969,4,1,997,1288,2285,0,2,1,3,8,1,3,3,3,648,3,3,2,0,56,248000
78,10140,0,7,1998,1999,0,3,105,3,1,2,144,379,1650,4,1,1680,0,1680,1,2,0,3,7,1,3,3,2,583,3,3,2,78,73,213250
34,4058,0,7,1998,1998,182,2,95,3,3,6,584,0,723,4,1,767,0,767,1,1,0,2,4,0,0,3,1,367,3,3,2,120,40,133000
58,17104,1,7,2006,2006,0,3,95,4,3,6,554,100,654,4,1,664,832,1496,1,2,1,3,7,1,4,2,2,426,3,3,2,100,24,179665
0,13837,1,7,1988,1988,178,3,95,4,1,6,1002,0,1204,3,1,1377,806,2183,0,2,1,3,9,0,0,1,3,786,3,3,2,0,0,229000
70,8737,1,6,1923,1950,0,2,95,3,1,3,300,765,1065,4,1,915,720,1635,0,1,1,2,6,1,4,1,2,440,3,3,2,0,38,210000
54,7244,0,5,1970,1970,0,2,95,3,3,5,619,149,768,4,1,768,0,768,1,1,0,2,5,0,0,1,2,624,3,3,2,104,0,129500
49,8235,1,5,1955,1995,0,2,85,3,1,2,180,0,825,2,1,825,0,825,1,1,0,2,4,0,0,2,2,720,3,3,2,140,50,125000
75,9375,0,7,2003,2004,0,3,95,3,1,1,0,912,912,4,1,912,1182,2094,0,2,1,3,8,1,4,3,2,615,3,3,2,182,182,263000
53,4043,0,6,1977,1977,0,2,95,3,1,5,559,510,1069,2,1,1069,0,1069,0,2,0,2,4,0,0,2,2,440,3,3,2,0,55,140000
50,6000,0,5,1957,1957,0,2,85,3,1,3,308,620,928,3,1,928,0,928,0,1,0,2,5,0,0,3,1,288,3,3,2,0,0,112500
87,11146,1,8,2006,2006,250,3,105,3,3,1,0,1709,1709,4,1,1717,0,1717,0,2,0,3,7,1,4,2,3,908,3,3,2,169,39,255500
67,8777,0,4,1949,2003,0,2,0,0,0,0,0,0,0,4,1,1126,0,1126,0,2,0,3,5,0,0,3,2,520,3,3,0,0,96,108000
85,10625,0,7,2003,2004,292,3,95,3,1,6,866,132,998,4,1,1006,1040,2046,1,2,1,3,8,1,4,2,3,871,3,3,2,320,62,284000
58,6380,0,5,1922,1950,0,2,85,2,1,1,0,993,993,2,1,1048,0,1048,0,1,0,2,5,1,4,1,1,280,3,3,2,0,0,113000
69,14850,1,5,1957,1957,0,2,85,3,1,3,895,197,1092,2,1,1092,0,1092,1,1,0,2,6,1,3,3,1,299,3,3,2,268,0,141000
60,11040,0,4,1920,1950,0,2,85,3,1,3,637,0,637,3,1,897,439,1336,0,1,1,2,7,0,0,1,1,570,3,3,2,0,47,108000
57,21872,2,7,1996,1997,0,2,95,3,4,6,604,125,729,4,1,729,717,1446,0,2,1,2,6,1,3,1,2,406,3,3,2,264,22,175000
0,3196,0,7,2003,2004,18,3,95,3,4,1,0,1374,1374,4,1,1557,0,1557,0,2,0,3,7,1,3,3,2,420,3,3,2,143,20,234000
0,11341,1,5,1957,1996,180,2,95,3,1,5,1302,90,1392,2,1,1392,0,1392,1,1,1,2,5,1,4,1,2,528,3,3,2,0,0,121500
77,10010,0,5,1974,1975,0,2,95,3,3,5,1071,195,1389,3,1,1389,0,1389,1,1,0,2,6,1,3,2,2,418,3,3,2,240,38,170000
63,13907,0,5,1940,1969,0,2,85,3,1,4,290,706,996,4,1,996,0,996,1,1,0,2,6,1,4,0,0,0,0,0,2,144,0,108000
66,21780,0,6,1918,1950,0,2,95,3,2,1,0,1163,1163,4,1,1163,511,1674,0,2,0,2,8,1,4,3,2,396,3,3,0,72,36,185000
0,13346,1,7,1992,2000,0,3,95,3,1,6,728,367,1095,4,1,1166,1129,2295,1,2,1,3,9,1,3,2,2,590,3,3,2,0,40,268000
66,6858,0,6,1915,1950,0,2,95,3,1,1,0,806,806,2,0,841,806,1647,1,1,1,1,6,0,0,1,1,216,3,3,2,0,66,128000
77,11198,1,9,2005,2007,245,3,95,4,1,1,0,1122,1122,4,1,1134,1370,2504,0,2,1,4,11,1,4,3,3,656,3,3,2,144,39,325000
70,10171,1,7,2004,2004,168,3,95,3,1,6,2,1515,1517,4,1,1535,0,1535,0,2,0,3,7,0,0,2,2,532,3,3,2,0,0,214000
79,12327,1,8,1983,2009,0,3,95,3,4,6,1441,55,1496,4,1,1496,636,2132,1,1,1,3,5,1,4,3,2,612,4,3,2,349,40,316600
0,7032,1,5,1979,1979,0,2,95,3,4,6,943,0,943,2,1,943,0,943,1,1,0,2,4,2,3,1,2,600,3,3,2,42,0,135960
74,13101,1,5,1965,1965,108,2,85,3,1,2,231,1497,1728,2,1,1728,0,1728,0,2,0,2,10,0,0,1,2,576,3,3,2,0,0,142600
60,7332,0,6,1959,1959,207,2,85,3,1,4,414,450,864,4,1,864,0,864,1,1,0,3,4,0,0,1,1,288,3,3,2,168,0,120000
83,13159,1,7,2009,2009,0,2,105,3,3,1,0,846,846,3,1,846,846,1692,0,2,1,3,6,0,0,2,2,650,3,3,2,208,114,224500
76,9967,1,7,2000,2000,0,2,95,3,1,1,0,384,384,4,1,774,656,1430,0,2,1,2,8,1,3,2,2,400,3,3,2,100,0,170000
70,10500,0,5,1971,2005,82,2,85,3,3,5,349,23,372,2,1,576,533,1109,0,1,0,2,5,0,0,1,1,288,3,3,2,35,0,139000
80,8480,0,5,1947,1950,0,2,85,3,1,3,442,390,832,2,1,832,384,1216,0,1,0,2,6,0,0,1,1,336,3,3,2,158,0,118500
52,6292,0,7,1928,1950,0,2,85,3,1,1,0,861,861,3,1,877,600,1477,0,2,0,2,6,1,4,1,1,216,3,3,2,0,50,145000
96,11777,1,5,1966,1966,97,2,85,3,3,2,328,285,1164,4,1,1320,0,1320,1,1,0,2,6,2,2,2,2,564,3,3,2,160,68,164500
34,3604,0,7,2007,2007,0,3,95,3,1,1,0,689,689,4,1,703,689,1392,0,2,0,3,5,0,0,1,2,540,3,3,2,0,102,146000
81,12150,0,5,1954,1954,335,2,85,3,1,1,0,1050,1050,4,0,1050,745,1795,0,2,0,2,7,0,0,1,1,352,2,3,2,0,0,131500
0,14585,1,6,1960,1987,85,2,85,3,1,4,594,331,1144,4,1,1429,0,1429,0,1,0,3,7,2,4,1,2,572,3,3,2,216,110,181900
98,12704,0,8,2008,2009,306,4,105,3,1,1,0,2042,2042,4,1,2042,0,2042,0,2,1,4,8,1,4,2,3,1390,3,3,2,0,90,253293
81,11841,0,6,1990,1990,104,2,95,3,3,6,816,0,816,2,1,816,0,816,1,1,0,2,5,0,0,0,0,0,0,0,2,0,32,118500
75,13500,0,10,1893,2000,0,4,85,3,1,1,0,1237,1237,3,1,1521,1254,2775,0,3,1,3,9,1,4,1,2,880,4,3,2,105,502,325000
51,6120,0,4,1935,1995,0,2,85,3,1,1,0,884,884,4,1,989,584,1573,0,1,0,3,6,0,0,1,1,240,3,3,2,0,0,133000
88,11443,0,8,2005,2006,208,3,105,3,4,6,1460,408,1868,4,1,2028,0,2028,1,2,0,3,7,2,4,2,3,880,3,3,2,326,66,369900
55,10267,0,6,1918,2000,0,2,85,4,2,3,210,0,816,4,1,838,0,838,1,1,0,1,5,0,0,3,1,275,3,3,0,0,0,130000
74,8740,1,5,1982,1982,0,2,85,3,3,5,672,168,840,2,1,860,0,860,1,1,0,2,4,0,0,1,2,528,3,3,2,0,0,137000
65,25095,1,5,1968,2003,0,2,85,3,4,6,1324,113,1437,4,1,1473,0,1473,2,1,0,4,5,2,4,1,1,452,3,3,2,0,48,143000
50,9100,0,5,1930,1960,0,2,85,3,1,1,0,742,742,2,1,779,0,935,0,1,0,2,4,0,0,1,1,308,3,3,1,0,0,79500
64,8320,0,7,2004,2004,0,3,95,3,1,6,490,280,770,4,1,770,812,1582,0,2,1,3,6,0,0,2,2,520,3,3,2,0,45,185900
97,13478,1,10,2008,2008,420,4,105,3,4,6,1338,384,1722,4,1,1728,568,2296,1,2,1,4,10,1,4,2,3,842,3,3,2,382,274,451950
60,6600,0,5,1982,2003,0,2,85,4,1,6,816,0,816,4,1,816,0,816,1,1,0,2,4,0,0,3,2,816,3,3,2,0,0,138000
0,4435,0,6,2003,2003,170,3,95,3,3,6,685,163,848,4,1,848,0,848,1,1,0,3,4,0,0,3,2,420,3,3,2,140,0,140000
88,7990,1,5,1975,1975,0,2,95,3,1,1,0,924,924,2,1,924,0,924,0,1,0,2,5,0,0,1,1,280,3,3,2,0,0,110000
69,11302,1,8,2005,2006,238,3,95,3,4,6,1422,392,1814,4,1,1826,0,1826,1,2,0,3,7,1,3,3,3,758,3,3,2,180,75,319000
60,3600,0,6,1910,1993,0,2,85,3,1,1,0,684,684,4,0,684,684,1368,0,1,0,2,7,0,0,1,1,216,3,2,0,0,158,114504
53,3922,0,7,2006,2007,72,3,105,3,3,1,0,1258,1258,4,1,1402,0,1402,0,0,2,3,7,1,4,3,3,648,3,3,2,120,16,194201
80,12984,0,5,1977,1977,459,2,95,3,2,5,1283,0,1430,4,1,1647,0,1647,1,2,0,3,7,1,3,3,2,621,3,3,2,0,0,217500
24,1950,0,6,1980,1980,0,2,95,3,1,2,81,23,716,2,1,716,840,1556,1,2,1,2,6,1,3,3,2,452,3,3,2,161,0,151000
74,10927,0,8,2005,2005,280,3,95,3,3,6,546,512,1058,4,1,1058,846,1904,1,2,1,4,8,1,4,3,2,736,3,3,2,179,60,275000
50,9000,0,6,1937,1950,0,2,85,3,1,1,0,780,780,2,1,780,595,1375,0,1,1,3,6,1,4,1,1,544,3,3,1,0,162,141000
80,10041,1,8,1992,1992,0,3,95,3,2,6,789,119,908,4,1,927,988,1915,1,2,1,3,8,1,3,3,2,506,3,3,2,120,150,220000
30,3182,0,7,2004,2005,0,3,95,3,1,1,0,600,600,4,1,600,600,1200,0,2,1,3,4,0,0,2,2,480,3,3,2,0,172,151000
88,12803,1,7,2002,2002,99,3,95,3,2,6,922,572,1494,4,1,1494,0,1494,1,2,0,3,6,1,3,2,2,530,3,3,2,192,36,221000
85,13600,0,7,1965,1990,176,2,85,3,1,4,454,314,768,2,1,1186,800,1986,0,2,1,2,7,3,2,1,2,486,3,3,2,0,42,205000
82,12464,2,5,1996,1996,0,2,95,3,1,6,732,308,1040,3,1,1040,0,1040,1,1,0,3,6,0,0,1,2,576,3,3,2,168,0,152000
78,7800,0,5,1948,2002,0,2,85,4,1,6,603,293,896,4,1,1112,896,2008,1,3,0,4,8,0,0,1,1,230,3,3,2,103,0,225000
78,12168,0,8,1934,1998,0,2,95,3,2,4,428,537,965,2,1,1940,1254,3194,0,2,1,2,10,2,4,1,2,380,3,3,2,0,0,359100
61,7943,0,4,1961,1961,192,2,85,3,2,3,903,126,1029,3,1,1029,0,1029,1,1,0,2,5,0,0,1,1,261,3,3,2,64,0,118500
0,11050,0,9,2000,2000,204,3,105,3,2,6,904,536,1440,4,1,1476,677,2153,1,2,1,4,8,2,5,3,3,736,3,3,2,253,142,313000
0,10395,1,6,1978,1978,233,2,95,3,3,5,605,427,1032,2,1,1032,0,1032,0,2,0,2,6,1,3,1,2,564,3,3,2,0,0,148000
0,11885,0,8,2001,2001,108,3,95,3,3,6,990,309,1299,4,1,1299,573,1872,1,2,1,4,7,1,3,2,2,531,3,3,2,160,122,261500
70,8402,0,5,2007,2007,0,2,95,3,1,5,206,914,1120,4,1,1120,0,1120,0,1,0,2,6,0,0,0,0,0,0,0,2,0,30,147000
21,1491,0,4,1972,1972,0,2,95,3,3,2,150,0,630,4,1,630,0,630,1,1,0,2,3,0,0,0,0,0,0,0,2,96,24,75500
80,8800,0,6,1963,1963,156,2,85,3,4,6,763,173,936,4,1,1054,0,1054,1,1,0,3,6,0,0,2,2,480,3,3,2,120,0,137500
0,7861,1,6,2002,2003,0,3,95,3,1,6,457,326,783,4,1,807,702,1509,1,2,1,3,7,1,4,3,2,393,3,3,2,100,75,183200
59,7227,0,6,1954,1954,0,2,85,3,1,1,0,832,832,3,1,832,0,832,0,1,0,3,4,0,0,1,2,528,3,3,2,0,0,105500
90,11694,0,9,2007,2007,452,4,105,3,3,6,48,1774,1822,4,1,1828,0,1828,0,2,0,3,9,1,4,1,3,774,3,3,2,0,108,314813
85,12244,0,8,2003,2003,226,3,95,3,4,6,871,611,1482,4,1,1482,780,2262,1,2,1,3,10,2,4,3,3,749,3,3,2,168,0,305000
45,8248,0,3,1914,1950,0,2,85,3,1,4,41,823,864,2,0,864,0,864,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,67000
90,10800,0,6,1974,1997,0,2,85,3,1,5,956,384,1522,2,1,1548,1066,2614,0,2,1,2,9,1,3,2,2,624,3,3,2,38,243,240000
71,7064,0,5,1977,1977,153,2,85,3,1,4,560,420,980,2,1,980,0,980,0,1,0,2,6,0,0,1,2,484,3,3,2,192,0,135000
0,2117,0,6,2000,2000,513,3,95,3,1,6,420,336,756,4,1,756,756,1512,0,2,1,3,4,1,3,1,2,440,3,3,2,0,32,168500
80,10400,0,6,1972,1972,288,2,85,3,1,3,247,485,732,3,1,1012,778,1790,1,1,2,2,8,1,3,2,2,484,3,3,2,148,0,165150
87,10000,1,6,1962,1962,261,2,85,3,1,1,0,1116,1116,2,1,1116,0,1116,0,1,1,2,5,0,0,1,2,440,3,3,2,0,0,160000
0,12342,1,5,1960,1978,0,2,85,3,1,1,0,978,978,2,1,1422,0,1422,0,1,0,2,6,1,3,2,1,286,3,3,2,0,0,139900
80,9600,0,6,1955,1972,164,2,85,3,3,4,674,350,1156,4,1,1520,0,1520,1,1,0,2,7,2,4,2,1,364,3,3,2,0,0,153000
70,11606,1,5,1969,1969,192,2,95,3,3,3,650,390,1040,2,1,1040,1040,2080,0,1,2,1,9,2,3,1,2,504,3,3,2,335,0,135000
82,9020,0,6,1964,1964,259,2,85,3,4,6,624,288,1248,2,1,1350,0,1350,1,1,1,2,6,0,0,2,2,520,3,3,2,176,0,168500
50,9000,0,5,1880,1991,0,2,75,2,1,1,0,636,636,2,1,1089,661,1750,0,1,0,4,8,0,0,1,1,240,2,1,0,0,0,124000
34,4590,0,8,2006,2006,108,3,95,4,2,6,24,1530,1554,4,1,1554,0,1554,0,2,0,3,6,1,4,2,2,627,3,3,2,156,73,209500
85,11900,0,7,1977,1977,209,2,85,3,1,5,822,564,1386,2,1,1411,0,1411,0,2,0,2,6,1,3,3,2,544,3,3,2,192,0,82500
80,9250,0,5,1954,2005,0,2,85,3,1,4,480,108,1056,2,1,1056,0,1056,0,1,0,2,6,0,0,1,1,260,3,3,2,390,0,139400
64,6979,0,6,1980,1980,0,2,85,3,1,6,1056,0,1056,3,1,1056,0,1056,2,0,0,2,4,0,0,1,2,576,3,3,2,264,56,144000
60,10896,0,6,1914,1995,0,1,85,2,1,2,256,1184,1440,4,1,1440,1440,3395,0,2,0,1,14,0,0,0,0,0,0,0,0,0,110,200000
51,6120,0,2,1936,1950,0,1,85,2,1,1,0,264,264,1,0,800,0,800,0,1,0,1,4,1,1,0,0,0,0,0,0,0,0,60000
50,6000,0,5,1954,1954,0,2,85,3,1,1,0,811,811,2,1,811,576,1387,0,2,0,3,7,0,0,1,1,256,3,3,2,0,0,93000
67,8777,0,5,1910,1950,0,2,75,3,1,1,0,796,796,3,1,796,0,796,0,1,0,2,4,0,0,0,0,0,0,0,1,328,0,85000
53,3982,0,8,2006,2006,0,3,95,4,3,6,1154,366,1520,4,1,1567,0,1567,1,2,0,4,7,1,4,3,3,648,3,3,2,312,0,264561
62,12677,1,8,2003,2004,472,4,105,3,4,6,1218,300,1518,4,1,1518,0,1518,0,1,1,4,6,1,4,2,2,588,3,3,2,185,140,274000
0,7050,0,7,2001,2001,0,3,95,3,1,6,738,319,1057,4,1,1057,872,1929,1,2,1,3,7,1,3,3,2,650,3,3,2,0,235,226000
75,13860,0,8,1972,1995,0,3,95,3,4,6,1410,542,1952,3,1,2000,704,2704,1,2,1,4,9,3,3,3,2,538,3,3,2,269,111,345000
80,10793,0,5,1969,1969,263,2,85,3,1,3,493,0,780,4,1,780,840,1620,0,2,1,2,7,0,0,3,2,462,3,3,2,208,0,152000
85,9187,0,9,2009,2009,162,4,105,3,2,6,1121,645,1766,4,1,1766,0,1766,1,2,1,4,7,1,4,3,3,478,3,3,2,195,130,370878
0,10530,1,6,1971,1971,0,2,85,3,1,5,282,664,981,2,1,981,0,981,1,1,1,2,5,0,0,1,2,576,3,3,2,0,312,143250
60,7200,0,5,1950,1950,0,2,0,0,0,0,0,0,0,3,1,1048,0,1048,0,1,0,2,7,0,0,1,2,420,3,3,2,0,27,98300
85,10452,1,6,1953,1953,216,2,85,3,2,3,500,594,1094,4,1,1094,0,1094,0,1,0,2,5,2,4,2,2,495,3,3,2,0,0,155000
70,7700,0,6,1966,1966,351,2,85,3,1,1,0,756,756,2,1,1051,788,1839,0,1,1,2,7,1,3,1,2,442,3,3,2,0,124,155000
21,1936,0,4,1970,1970,0,2,95,3,3,4,131,0,630,3,1,630,0,630,1,1,0,2,3,0,0,0,0,0,0,0,2,0,0,84500
65,8125,0,7,2007,2007,0,3,95,3,1,1,0,813,813,4,1,822,843,1665,0,2,1,3,7,0,0,2,2,562,3,3,2,0,0,205950
60,9084,0,4,1940,1950,0,2,85,3,2,1,0,755,755,2,1,755,755,1510,1,1,0,2,7,1,4,1,1,296,2,1,1,120,0,108000
70,8750,0,7,1996,1996,0,3,95,3,1,1,0,880,880,4,1,909,807,1716,0,2,1,3,7,1,3,2,2,512,3,3,2,0,120,191000
60,10320,0,6,1906,1995,0,2,85,3,1,1,0,756,756,4,1,756,713,1469,0,1,0,2,7,0,0,1,1,216,3,3,2,57,0,135000
91,10437,1,8,1995,1995,660,3,95,3,4,6,1696,413,2109,4,1,2113,0,2113,1,2,1,3,7,1,3,3,3,839,3,3,2,236,46,350000
21,1680,0,6,1971,1971,381,2,85,3,1,1,0,525,525,2,1,525,567,1092,0,1,1,2,6,0,0,1,1,264,3,3,2,0,0,88000
72,10007,1,5,1959,2006,54,3,85,3,1,5,806,247,1053,4,1,1053,0,1053,1,1,1,3,5,0,0,2,1,312,3,3,2,0,0,145500
60,7200,0,7,1931,2000,0,2,95,3,1,1,0,776,776,2,1,851,651,1502,0,1,1,2,6,1,4,2,1,270,3,3,1,0,0,149000
78,17503,0,6,1948,1950,0,2,85,3,1,1,0,912,912,2,1,912,546,1458,0,1,0,2,6,1,4,1,1,330,3,3,2,192,0,97500
75,9937,0,5,1964,1999,0,2,85,3,1,4,637,849,1486,4,1,1486,0,1486,1,1,0,2,7,0,0,3,2,480,3,3,2,0,0,167000
0,12384,0,7,1976,1976,233,2,95,3,1,1,0,793,793,2,1,1142,793,1935,0,2,1,2,7,1,3,2,2,550,3,3,2,0,113,197900
52,46589,2,8,1994,2005,528,3,95,4,1,6,1361,88,1629,4,1,1686,762,2448,1,2,1,3,8,1,3,2,3,711,3,3,2,517,76,402000
120,13560,0,6,1968,1968,216,2,75,2,1,1,0,1392,1392,3,1,1392,0,1392,1,1,0,2,5,2,3,2,2,576,3,3,2,0,0,110000
90,10012,0,4,1972,1972,0,2,95,3,3,4,920,38,1138,2,1,1181,0,1181,1,2,0,2,6,0,0,2,2,588,3,3,2,0,0,137500
49,20896,2,8,2005,2006,0,3,105,3,2,6,1721,356,2077,4,1,2097,0,2097,1,1,1,4,8,1,5,3,3,1134,3,3,2,192,267,423000
106,11194,1,8,2000,2000,40,3,95,3,1,1,0,1406,1406,4,1,1454,482,1936,0,2,1,3,7,1,3,2,2,504,3,3,2,188,124,230500
0,18450,1,6,1965,1979,113,2,95,3,1,2,187,111,1021,2,1,1465,915,2380,0,2,1,2,7,1,1,1,2,596,3,3,2,0,265,129000
65,8125,0,6,1994,1998,258,2,95,3,1,6,1138,270,1408,4,1,1679,0,1679,1,2,0,3,7,1,2,2,2,575,3,3,2,224,42,193500
0,14175,0,5,1956,1987,0,2,85,3,1,3,988,200,1188,3,1,1437,0,1437,1,1,1,2,6,1,3,1,2,576,3,3,2,304,0,168000
80,11600,0,4,1922,1950,0,2,75,3,1,1,0,700,700,4,1,1180,0,1180,0,1,0,1,5,1,4,1,1,252,3,2,2,0,0,137500
64,8633,0,6,2005,2005,0,3,95,3,1,6,193,545,738,4,1,738,738,1476,1,2,1,3,7,0,0,3,2,540,3,3,2,100,35,173500
54,6629,0,6,1925,1950,0,2,85,3,1,4,551,121,672,2,0,697,672,1369,1,2,0,2,6,0,0,1,1,300,3,3,2,147,0,103600
0,11250,1,6,1977,1977,0,3,95,3,1,5,767,441,1208,2,1,1208,0,1208,1,1,1,2,6,1,3,2,2,546,3,3,2,198,42,165000
110,14442,0,6,1957,2004,106,2,85,3,1,6,1186,291,1477,4,1,1839,0,1839,1,2,0,3,7,2,3,3,2,416,3,3,2,0,87,257500
80,9200,0,6,1965,1965,0,2,85,3,1,3,892,244,1136,2,1,1136,0,1136,1,1,0,2,5,1,4,2,1,384,3,3,2,426,0,140000
24,2289,0,6,1978,1978,0,2,85,3,1,5,311,544,855,2,1,855,586,1441,0,2,1,2,7,1,3,1,2,440,3,3,2,28,0,148500
60,9600,0,4,1900,1950,0,2,85,2,1,1,0,1095,1095,1,0,1095,679,1774,1,2,0,2,8,0,0,1,3,779,2,2,0,0,0,87000
52,9022,0,5,1924,2006,0,3,85,3,1,1,0,768,768,4,1,792,0,792,0,1,0,3,5,0,0,1,1,240,2,2,0,316,0,109500
80,11844,1,8,2008,2008,464,3,105,3,2,1,0,2046,2046,4,1,2046,0,2046,0,2,1,3,7,1,4,3,3,834,3,3,2,322,82,372500
0,9945,1,5,1961,1961,57,2,85,3,1,3,827,161,988,2,1,988,0,988,1,1,0,2,5,0,0,1,2,572,3,3,2,0,0,128500
50,8012,0,6,1980,1980,0,2,95,3,1,4,543,261,923,2,1,923,0,923,0,2,0,2,5,1,3,2,1,264,3,3,2,80,0,143000
55,4500,2,5,1932,2000,0,2,85,3,1,3,182,611,793,4,1,848,672,1520,0,1,0,2,6,0,0,1,1,281,3,3,2,0,0,159434
0,2887,0,6,1996,1997,0,2,95,3,2,6,1003,288,1291,4,1,1291,0,1291,1,1,0,3,6,1,4,1,2,431,3,3,2,307,0,173000
90,11248,1,9,2002,2002,215,3,95,3,3,6,1059,567,1626,4,1,1668,0,1668,1,2,0,3,7,1,3,3,3,702,3,3,2,257,45,285000
58,16770,2,7,1998,1998,30,3,95,3,1,1,0,1195,1195,3,1,1195,644,1839,0,2,1,2,7,0,0,3,2,486,3,3,2,0,81,221000
0,5062,1,7,1984,1984,0,3,95,3,2,6,828,180,1190,3,1,1190,900,2090,1,2,0,3,6,1,3,3,2,577,3,3,2,219,0,207500
84,10207,0,7,2007,2007,0,3,95,3,1,1,0,874,874,4,1,874,887,1761,0,3,0,3,7,0,0,3,2,578,3,3,2,144,105,227875
0,5105,2,7,2004,2004,0,3,95,3,1,6,239,312,551,4,1,551,551,1102,0,2,1,3,4,0,0,1,2,480,3,3,2,0,60,148800
60,8089,0,8,2007,2007,0,3,95,3,3,6,945,474,1419,4,1,1419,0,1419,1,2,0,3,7,1,4,2,2,567,3,3,2,140,0,392000
61,7577,1,6,2005,2006,256,3,95,3,3,5,20,1342,1362,4,1,1362,0,1362,0,2,0,3,6,1,4,2,2,460,3,3,2,192,28,194700
0,4426,0,6,2004,2004,147,3,95,3,4,6,697,151,848,4,1,848,0,848,1,1,0,3,3,1,3,2,2,420,3,3,2,149,0,141000
104,21535,1,10,1994,1995,1170,4,105,3,4,6,1455,989,2444,4,1,2444,1872,4316,0,3,1,4,10,2,5,3,3,832,3,3,2,382,50,755000
42,26178,1,7,1989,1990,293,3,95,3,4,6,965,245,1210,4,1,1238,1281,2519,1,2,1,3,9,2,4,2,2,628,3,3,2,320,27,335000
60,5400,0,5,1921,1968,0,2,85,3,1,1,0,1073,1073,4,1,1073,0,1073,0,1,0,2,4,0,0,1,1,326,3,3,2,0,0,108480
51,6120,0,5,1936,1950,0,2,85,3,1,1,0,927,927,2,1,1067,472,1539,0,1,1,2,5,0,0,1,2,576,3,3,2,112,0,141500
54,13811,1,6,1987,1987,72,2,95,4,1,6,980,92,1112,3,1,1137,0,1137,1,2,0,3,5,1,3,1,2,551,3,3,2,125,0,176000
