Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallCond,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
445,60,70,8750,1,0,0,0,5,0,3,95,3,1,6,642,1,0,273,4,1,975,0,1,0,1,4,1,7,1,3,3,2,144,133,0,0,0,0,0,0,7,2008,210000
446,20,73,9855,1,0,0,0,5,0,2,85,3,1,1,0,1,0,1436,1,1,0,0,0,0,0,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,11,2009,127500
447,20,137,16492,1,0,1,0,6,0,2,85,3,1,5,247,3,713,557,4,1,0,0,0,0,1,2,1,4,1,3,3,2,0,0,0,0,0,0,0,0,6,2010,190000
448,60,0,11214,1,0,1,0,5,0,2,95,3,1,1,0,1,0,930,3,1,930,0,0,0,1,4,1,7,1,3,3,2,89,0,0,0,0,0,0,0,7,2006,199900
449,50,50,8600,1,0,0,0,6,0,2,85,3,1,1,0,1,0,780,2,1,596,0,0,0,0,3,1,7,1,3,3,0,0,0,0,0,0,0,0,0,6,2006,119500
450,50,50,6000,1,0,0,0,7,0,3,85,3,1,5,331,1,0,318,4,1,504,0,0,0,1,2,1,7,0,3,3,2,0,176,0,0,0,0,0,0,6,2007,120000
451,30,70,5684,1,0,0,0,8,0,2,85,3,1,1,0,1,0,813,4,1,0,0,0,0,0,2,1,7,0,2,2,0,0,113,0,0,0,0,0,0,6,2006,110000
452,20,62,70761,1,0,1,1,5,0,2,95,3,4,5,655,1,0,878,2,1,0,0,1,0,0,2,1,7,2,3,3,2,200,54,0,0,0,0,0,0,12,2006,280000
453,60,0,9303,1,0,1,0,5,42,2,105,3,1,5,742,1,0,130,4,1,868,0,1,0,1,3,1,7,0,3,3,2,144,122,0,0,0,0,0,0,7,2007,204000
454,60,75,9000,1,0,0,0,5,0,2,95,3,1,1,0,1,0,768,4,1,804,0,0,0,1,3,1,7,0,3,3,2,0,30,0,0,0,0,0,0,6,2009,210000
455,90,63,9297,1,0,0,0,5,0,2,85,3,1,5,1606,1,0,122,2,1,0,0,2,0,0,4,2,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2006,188000
456,20,80,9600,1,0,0,0,6,320,2,85,3,1,5,916,1,0,326,1,1,0,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,9,2007,175500
457,70,34,4571,1,1,0,0,5,0,2,85,3,1,1,0,1,0,624,1,0,720,0,0,0,0,4,1,7,0,2,2,2,0,0,96,0,0,0,0,0,5,2008,98000
458,20,0,53227,1,0,1,1,6,0,2,95,3,4,4,1116,1,0,248,4,1,0,0,1,0,0,2,1,6,2,3,3,2,224,137,0,0,0,0,0,0,3,2008,256000
459,70,0,5100,1,1,0,0,7,0,3,85,3,1,1,0,1,0,588,1,1,833,0,0,0,0,3,1,7,1,3,3,2,192,63,0,0,0,0,0,0,6,2008,161000
460,50,0,7015,1,0,1,0,4,161,2,85,3,1,2,185,1,0,524,2,1,224,0,1,0,0,3,1,7,1,3,3,2,0,0,248,0,0,0,0,0,7,2009,110000
461,60,75,8004,1,0,1,0,5,110,2,95,3,1,6,544,1,0,288,4,1,1103,0,1,0,1,3,1,7,0,3,3,2,0,150,0,0,0,0,0,0,12,2009,263435
462,70,60,7200,1,0,0,0,9,0,3,95,4,1,5,350,4,210,0,4,1,560,0,1,0,0,3,1,7,0,3,3,2,256,0,0,0,0,0,0,0,4,2009,155000
463,20,60,8281,1,0,1,0,5,0,2,85,3,1,3,553,4,311,0,3,1,0,0,0,0,0,3,1,7,1,3,3,2,0,0,236,0,0,0,0,0,12,2009,62383
464,70,74,11988,1,0,1,1,7,0,2,85,3,1,2,326,1,0,389,1,1,811,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,8,2008,188700
465,20,60,8430,1,0,0,1,5,136,2,95,3,1,3,616,1,0,424,2,1,0,0,0,0,0,3,1,7,0,0,0,2,0,0,0,0,0,0,0,0,8,2009,124000
466,120,0,3072,1,0,0,0,5,18,2,95,3,1,1,0,1,0,1375,4,1,0,0,0,0,0,2,1,7,1,3,3,2,144,20,0,0,0,0,0,0,5,2006,178740
467,20,85,10628,1,0,0,0,5,0,3,85,4,4,6,778,1,0,499,2,1,0,0,1,0,0,2,1,7,1,3,3,2,0,0,0,0,176,0,0,0,4,2007,167000
468,70,79,9480,1,0,0,0,7,224,2,85,3,1,2,386,1,0,342,4,1,756,0,0,0,1,3,1,7,2,3,3,2,168,0,0,0,0,0,0,0,6,2007,146500
469,20,98,11428,1,0,1,0,5,248,2,95,3,1,1,0,1,0,1626,4,1,0,0,0,0,0,3,1,7,1,3,3,2,0,44,0,0,0,0,0,0,5,2007,250000
470,60,76,9291,1,0,1,0,5,120,2,95,3,1,6,426,1,0,406,4,1,878,0,0,0,1,3,1,7,0,3,3,2,144,70,0,0,0,0,0,0,6,2008,187000
471,120,0,6820,1,0,1,0,5,0,2,95,3,3,6,368,4,1120,0,2,1,0,0,1,0,1,1,1,7,0,3,3,2,0,54,0,0,140,0,0,0,6,2010,212000
472,60,92,11952,1,0,0,0,6,0,2,95,3,1,1,0,1,0,808,2,1,808,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,276,0,0,0,11,2007,190000
473,180,35,3675,1,0,0,0,5,80,2,95,3,4,6,459,1,0,88,4,1,0,0,1,0,0,2,1,7,0,3,3,2,0,28,0,0,0,0,0,0,6,2008,148000
474,20,110,14977,1,0,1,0,5,304,2,105,3,4,6,1350,1,0,626,4,1,0,0,1,0,0,2,1,7,1,3,3,2,250,63,0,0,0,0,0,0,7,2007,440000
475,120,41,5330,1,0,0,0,5,0,2,95,3,3,6,1196,1,0,298,4,1,0,0,1,0,0,2,1,7,0,3,3,2,96,48,0,0,0,0,0,0,8,2007,251000
476,20,80,8480,1,0,0,0,6,0,2,85,3,1,6,630,1,0,340,2,1,0,0,1,0,0,2,1,7,0,3,3,2,0,24,0,0,192,0,0,0,7,2007,132500
477,20,75,13125,1,0,0,1,5,215,2,95,3,4,6,994,1,0,484,4,1,0,0,1,0,0,3,1,7,1,3,3,2,140,39,0,0,0,0,0,0,4,2008,208900
478,60,105,13693,1,0,0,0,5,772,2,95,3,3,1,0,1,0,2153,4,1,574,0,0,0,1,3,1,7,1,3,3,2,414,84,0,0,0,0,0,0,3,2007,380000
479,20,79,10637,1,0,0,0,5,336,2,105,3,4,6,1288,1,0,417,4,1,0,0,1,0,0,3,1,7,1,3,3,2,208,44,0,0,0,0,0,0,9,2009,297000
480,30,50,5925,1,0,0,0,7,435,2,75,3,1,3,168,1,0,739,2,1,0,0,0,0,0,2,1,7,0,3,3,2,0,72,0,0,0,0,0,0,3,2007,89471
481,20,98,16033,1,0,1,0,5,378,2,105,3,4,6,1261,1,0,572,4,1,0,0,1,0,0,3,1,7,1,3,3,2,519,112,0,0,0,0,0,0,3,2006,326000
482,20,72,11846,1,0,1,0,5,562,2,105,3,4,6,1567,1,0,225,4,1,0,0,1,0,0,2,1,7,1,3,3,2,206,49,0,0,0,0,0,0,8,2006,374000
483,70,50,2500,1,1,0,0,8,0,2,85,3,1,5,299,1,0,611,4,1,910,0,1,0,1,4,1,5,1,2,2,2,0,0,0,0,0,0,0,0,6,2009,155000
484,120,32,4500,1,0,0,0,5,116,2,105,3,1,6,897,1,0,319,4,1,0,0,1,0,0,2,1,7,0,3,3,2,0,125,0,0,0,0,0,0,5,2006,164000
485,20,0,7758,1,0,1,0,7,0,3,85,3,1,5,588,1,0,411,3,1,0,0,1,0,0,3,1,7,0,3,3,2,0,132,0,0,0,0,0,0,3,2007,132500
486,20,80,9600,1,0,0,0,7,0,2,85,3,1,5,607,1,0,506,3,1,0,0,0,0,0,3,1,7,1,3,3,2,0,80,120,0,0,0,0,0,7,2009,147000
487,20,79,10289,1,0,0,0,7,168,2,85,3,1,5,836,1,0,237,2,1,0,0,1,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,6,2007,156000
488,20,70,12243,1,0,1,0,6,0,2,95,3,3,5,998,1,0,486,3,1,0,0,0,0,0,3,1,7,1,3,3,2,224,0,0,0,180,0,0,0,2,2007,175000
489,190,60,10800,1,0,0,0,4,0,1,85,2,1,4,664,1,0,290,2,0,648,0,0,0,0,3,2,4,1,3,2,0,142,0,0,0,0,0,0,0,5,2006,160000
490,180,21,1526,1,0,0,0,8,0,3,95,3,3,6,515,1,0,115,2,1,0,0,1,0,0,1,1,7,0,3,3,2,0,0,0,0,0,0,0,0,5,2009,86000
491,160,0,2665,1,0,0,0,6,0,2,95,3,2,1,0,1,0,264,2,1,688,0,0,0,1,3,1,7,1,3,3,2,141,24,0,0,0,0,0,0,6,2008,115000
492,50,79,9490,1,0,0,0,7,0,2,85,3,1,4,403,3,165,238,2,1,620,0,1,0,0,3,1,7,2,3,3,2,0,0,32,0,0,0,0,0,8,2006,133000
493,60,105,15578,1,0,1,0,5,0,2,95,3,1,1,0,1,0,728,3,1,728,0,0,0,1,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,5,2006,172785
494,20,70,7931,1,0,0,0,6,0,2,85,3,1,4,374,2,532,363,2,1,0,0,0,0,1,3,1,7,1,3,3,2,0,0,0,0,0,0,0,0,6,2008,155000
495,30,50,5784,1,0,0,0,8,0,2,75,3,1,1,0,1,0,190,3,1,0,0,0,0,0,2,1,7,0,3,3,2,144,20,80,0,0,0,0,0,12,2009,91300
496,30,60,7879,1,0,0,0,5,0,2,85,3,1,3,495,1,0,225,2,0,0,0,0,0,0,2,1,7,0,0,0,0,0,523,115,0,0,0,0,0,11,2009,34900
497,20,0,12692,1,0,1,0,5,0,2,95,3,1,6,1231,1,0,1969,4,1,0,0,1,0,0,4,1,7,1,3,3,2,264,75,291,0,0,0,0,0,5,2007,430000
498,50,60,9120,1,1,0,0,6,0,3,85,3,1,3,329,1,0,697,4,1,687,0,1,0,0,4,1,7,0,3,3,0,0,100,0,0,0,0,0,0,6,2008,184000
499,20,65,7800,1,0,0,0,7,89,2,85,3,1,5,450,1,0,414,4,1,0,0,0,0,0,3,1,7,0,3,3,2,64,0,0,0,0,0,0,0,6,2009,130000
500,20,70,7535,1,0,1,0,7,0,2,85,3,1,4,111,2,279,522,1,1,0,0,0,1,0,2,1,7,0,3,3,2,12,285,0,0,0,0,0,480,6,2007,120000
501,160,21,1890,1,0,0,0,5,285,2,85,3,1,4,356,1,0,316,2,1,546,0,0,0,1,3,1,7,0,3,3,2,144,28,0,0,0,0,0,0,5,2007,113000
502,60,75,9803,1,0,0,0,5,0,2,95,3,1,6,400,1,0,466,3,1,902,0,0,0,1,3,1,7,0,3,3,2,0,108,0,0,0,0,0,0,2,2008,226700
503,20,70,9170,1,0,0,0,7,0,2,85,3,1,5,698,6,96,420,4,1,0,0,1,0,0,2,1,7,0,2,2,2,0,0,184,0,0,0,0,400,4,2007,140000
504,20,100,15602,1,0,1,0,8,0,2,85,3,1,5,1247,1,0,254,2,1,0,0,1,0,0,1,1,7,2,3,3,2,0,54,0,0,161,0,0,0,3,2010,289000
505,160,24,2308,1,0,0,0,5,0,2,85,3,1,5,257,3,495,103,2,1,467,0,0,1,1,3,1,7,1,3,3,2,260,0,0,0,0,0,0,0,6,2009,147000
506,90,60,7596,1,1,0,0,5,360,2,85,3,1,1,0,1,0,960,3,1,1000,0,0,0,0,4,2,7,0,3,3,0,0,0,0,0,0,0,0,0,7,2009,124500
507,60,80,9554,1,0,1,0,5,125,2,95,3,1,6,380,1,0,397,4,1,846,0,0,0,1,3,1,7,1,3,3,2,182,81,0,0,0,0,0,0,9,2006,215000
508,20,75,7862,1,0,1,0,5,0,2,95,3,1,6,27,1,0,1191,4,1,0,0,0,0,0,2,1,7,0,3,3,2,0,102,0,0,0,0,0,0,9,2009,208300
509,70,60,9600,1,0,0,0,9,0,4,85,3,1,3,141,1,0,548,4,1,689,0,0,0,0,3,1,7,1,3,3,0,0,0,116,0,0,0,0,0,10,2008,161000
510,20,80,9600,1,0,0,0,6,132,2,85,3,1,5,991,1,0,50,4,1,0,0,1,0,0,3,1,7,0,3,3,2,224,88,0,0,0,0,0,0,7,2009,124500
511,20,75,14559,1,0,0,0,7,70,2,85,3,1,4,650,3,180,178,4,1,0,0,1,0,0,2,1,6,2,3,3,2,324,42,0,0,168,0,0,2000,6,2009,164900
512,120,40,6792,1,0,1,0,5,94,2,95,3,1,1,0,1,0,1368,4,1,0,0,0,0,0,2,1,7,1,3,3,2,132,35,0,0,0,0,0,0,3,2006,202665
513,20,70,9100,1,0,0,0,5,0,2,85,3,1,4,521,2,174,169,2,1,0,0,1,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2006,129900
514,20,71,9187,1,0,0,0,5,0,3,85,3,1,5,336,1,0,748,2,1,0,0,0,0,1,3,1,7,0,3,3,2,120,0,158,0,0,0,0,0,6,2007,134000
515,45,55,10594,1,0,0,0,5,0,2,85,3,1,1,0,1,0,768,1,0,0,0,0,0,0,2,1,7,0,1,1,2,0,0,112,0,0,0,0,0,6,2007,96500
516,20,94,12220,1,0,0,0,5,305,2,105,3,1,6,1436,1,0,570,4,1,0,0,1,0,1,3,1,7,1,3,3,2,156,54,0,0,0,0,0,0,9,2009,402861
517,80,0,10448,1,0,1,0,6,333,2,85,3,1,1,0,1,0,689,2,1,741,0,0,0,1,3,1,7,1,3,3,2,0,104,0,0,0,0,0,0,8,2009,158000
518,60,79,10208,1,0,1,0,5,921,2,95,3,1,1,0,1,0,1264,4,1,1067,0,0,0,1,3,1,7,1,3,3,2,220,0,0,0,0,0,0,0,7,2009,265000
519,60,0,9531,1,0,1,0,5,0,2,95,3,2,6,706,1,0,88,4,1,914,0,1,0,1,3,1,7,0,3,3,2,0,36,0,0,0,0,0,0,5,2007,211000
520,70,53,10918,1,0,0,0,9,0,2,95,3,1,1,0,1,0,1276,4,1,804,0,0,0,1,3,1,7,2,3,3,2,0,0,0,0,145,0,0,0,6,2009,234000
521,190,60,10800,1,1,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,600,0,0,0,0,3,2,7,0,0,0,0,220,114,210,0,0,0,0,0,8,2008,106250
522,20,90,11988,1,0,1,0,6,0,2,85,3,1,3,777,1,0,467,4,1,0,0,0,0,1,3,1,7,2,3,3,2,0,40,0,0,0,0,0,0,5,2007,150000
523,50,50,5000,1,0,0,0,7,0,3,85,3,1,5,399,1,0,605,4,1,660,0,0,0,0,3,1,7,2,3,3,2,0,24,36,0,0,0,0,0,10,2006,159000
524,60,130,40094,1,0,1,0,5,762,2,105,3,4,6,2260,1,0,878,4,1,1538,0,1,0,1,3,1,7,1,3,3,2,208,406,0,0,0,0,0,0,10,2007,184750
525,60,95,11787,1,0,1,0,5,594,2,95,3,1,6,719,1,0,660,4,1,1015,0,1,0,1,3,1,7,1,3,3,2,239,60,0,0,0,0,0,0,8,2007,315750
526,20,62,7500,1,1,0,0,5,0,2,95,3,1,1,0,1,0,1257,4,1,0,0,0,0,0,3,1,7,1,3,3,2,38,144,0,0,0,0,0,0,4,2006,176000
527,20,70,13300,1,0,0,0,7,0,2,95,3,1,3,377,1,0,551,2,1,0,0,0,0,0,2,1,7,0,3,3,2,261,0,156,0,0,0,0,0,6,2007,132000
528,60,67,14948,1,0,1,0,5,268,2,105,3,3,6,1330,1,0,122,4,1,1237,0,1,0,1,3,1,7,1,3,3,2,126,66,0,0,0,0,0,0,11,2008,446261
529,30,58,9098,1,0,1,0,7,0,2,85,3,2,5,348,1,0,180,4,1,0,0,1,0,0,2,1,7,0,0,0,0,0,0,144,0,0,0,0,0,7,2007,86000
530,20,0,32668,1,0,1,0,3,0,2,85,3,1,3,1219,1,0,816,2,1,0,0,1,0,0,4,2,3,2,3,3,2,0,0,200,0,0,0,0,0,3,2007,200624
531,80,85,10200,1,0,0,0,5,219,2,95,3,3,6,783,1,0,678,4,1,0,0,1,0,0,3,1,7,1,3,3,2,224,0,0,0,0,0,0,0,8,2008,175000
532,70,60,6155,1,0,1,0,8,0,2,75,2,2,1,0,1,0,611,4,1,611,0,0,0,0,3,1,7,0,3,2,2,0,0,84,0,0,0,0,0,6,2008,128000
533,20,60,7200,1,0,0,0,7,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,1,4,1,3,3,2,0,0,0,0,0,0,0,0,4,2010,107500
534,20,50,5000,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2007,39300
535,60,74,9056,1,0,1,0,5,0,2,105,4,3,1,0,1,0,707,4,1,707,0,0,0,1,3,1,7,1,3,3,2,100,35,0,0,0,0,0,0,10,2006,178000
536,190,70,7000,1,0,0,0,7,0,2,95,3,4,6,969,1,0,148,2,1,527,0,1,0,0,3,1,7,0,0,0,0,85,0,148,0,0,0,0,0,1,2008,107500
537,60,57,8924,1,0,1,0,5,0,2,95,3,3,1,0,1,0,880,4,1,844,0,0,0,1,3,1,7,0,3,3,2,120,155,0,0,0,0,0,0,7,2008,188000
538,20,0,12735,1,0,1,0,5,0,2,85,3,1,4,600,1,0,264,2,1,0,0,0,0,0,3,1,7,0,3,3,2,216,0,0,0,0,0,0,0,4,2008,111250
539,20,0,11553,1,0,1,0,5,188,2,85,3,1,4,673,1,0,378,2,1,0,0,0,0,1,3,1,7,1,3,3,2,466,0,0,0,0,0,0,0,7,2006,158000
540,20,0,11423,1,0,0,0,5,479,2,95,3,3,6,1358,1,0,223,4,1,0,0,1,0,0,3,1,7,1,3,3,2,180,0,0,0,0,0,0,2000,5,2010,272000
541,20,85,14601,1,0,0,0,5,584,2,105,3,3,6,1260,1,0,578,4,1,0,0,1,0,0,2,1,7,1,3,3,2,270,68,0,0,0,0,0,0,3,2009,315000
542,60,0,11000,1,0,0,0,5,72,2,95,3,1,1,0,1,0,969,4,1,1288,0,0,0,1,4,1,7,1,3,3,2,0,56,0,0,0,0,0,0,6,2007,248000
543,20,78,10140,1,0,0,0,5,0,2,105,3,1,2,144,6,1127,379,4,1,0,0,1,0,0,3,1,3,1,3,3,2,78,73,0,0,0,0,0,0,6,2009,213250
544,120,34,4058,1,0,0,0,5,182,2,95,3,3,6,584,2,139,0,4,1,0,0,1,0,0,1,1,7,0,3,3,2,120,40,0,0,0,0,0,0,6,2007,133000
545,60,58,17104,1,0,1,0,5,0,2,95,4,3,6,554,1,0,100,4,1,832,0,1,0,1,3,1,7,1,3,3,2,100,24,0,0,0,0,0,0,9,2006,179665
546,50,0,13837,1,0,1,0,5,178,3,95,4,1,6,1002,2,202,0,3,1,806,0,0,0,1,4,1,7,0,3,3,2,0,0,0,0,0,0,0,0,2,2006,229000
547,50,70,8737,1,0,1,0,7,0,2,95,3,1,3,300,1,0,765,4,1,720,0,0,0,1,3,1,7,1,3,3,2,0,38,0,144,0,0,0,0,5,2007,210000
548,85,54,7244,1,0,0,0,7,0,3,95,3,3,5,619,1,0,149,4,1,0,0,1,0,0,2,1,7,0,3,3,2,104,0,0,0,0,0,0,0,4,2007,129500
549,20,49,8235,1,0,1,0,7,0,3,85,3,1,2,180,3,645,0,2,1,0,0,1,0,0,2,1,7,0,3,3,2,140,50,0,0,0,0,0,0,6,2008,125000
550,60,75,9375,1,0,0,0,5,0,2,95,3,1,1,0,1,0,912,4,1,1182,0,0,0,1,4,1,7,1,3,3,2,182,182,0,0,0,0,0,0,11,2009,263000
551,120,53,4043,1,0,0,0,6,0,2,95,3,1,5,559,1,0,510,2,1,0,0,0,0,0,2,1,7,0,3,3,2,0,55,0,0,200,0,0,0,10,2008,140000
552,20,50,6000,1,0,0,0,6,0,2,85,3,1,3,308,1,0,620,3,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,6,2008,112500
553,20,87,11146,1,0,1,0,5,250,2,105,3,3,1,0,1,0,1709,4,1,0,0,0,0,0,3,1,7,1,3,3,2,169,39,0,0,0,0,0,0,7,2009,255500
554,20,67,8777,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,1,7,0,3,3,0,0,96,0,0,0,0,0,0,5,2009,108000
555,60,85,10625,1,0,0,0,5,292,2,95,3,1,6,866,1,0,132,4,1,1040,0,1,0,1,3,1,7,1,3,3,2,320,62,0,0,0,0,0,0,8,2008,284000
556,45,58,6380,1,0,0,0,6,0,2,85,2,1,1,0,1,0,993,2,1,0,0,0,0,0,2,1,7,1,3,3,2,0,0,116,0,0,0,0,0,8,2006,113000
557,20,69,14850,1,0,1,0,5,0,2,85,3,1,3,895,1,0,197,2,1,0,0,1,0,0,2,1,7,1,3,3,2,268,0,0,0,122,0,0,0,5,2006,141000
558,50,60,11040,1,0,0,1,6,0,2,85,3,1,3,637,1,0,0,3,1,439,0,0,0,1,3,1,7,0,3,3,2,0,47,120,0,0,0,0,0,9,2006,108000
559,60,57,21872,1,0,2,0,5,0,2,95,3,4,6,604,1,0,125,4,1,717,0,0,1,1,3,1,7,1,3,3,2,264,22,0,0,0,0,0,0,8,2008,175000
560,120,0,3196,1,0,0,0,5,18,2,95,3,4,1,0,1,0,1374,4,1,0,0,0,0,0,2,1,7,1,3,3,2,143,20,0,0,0,0,0,0,10,2006,234000
561,20,0,11341,1,0,1,0,6,180,2,95,3,1,5,1302,1,0,90,2,1,0,0,1,0,1,3,1,4,1,3,3,2,0,0,0,0,95,0,0,0,5,2010,121500
562,20,77,10010,1,0,0,1,5,0,2,95,3,3,5,1071,2,123,195,3,1,0,0,1,0,0,2,1,7,1,3,3,2,240,38,0,0,0,0,0,0,4,2006,170000
563,30,63,13907,1,0,0,0,6,0,2,85,3,1,4,290,1,0,706,4,1,0,0,1,0,0,3,1,7,1,0,0,2,144,0,0,0,0,0,0,0,7,2008,108000
564,50,66,21780,1,0,0,0,7,0,2,95,3,2,1,0,1,0,1163,4,1,511,0,0,0,0,4,1,7,1,3,3,0,72,36,0,0,144,0,0,0,7,2008,185000
565,60,0,13346,1,0,1,0,5,0,2,95,3,1,6,728,1,0,367,4,1,1129,0,1,0,1,4,1,7,1,3,3,2,0,40,0,0,0,0,0,0,7,2006,268000
566,70,66,6858,1,0,0,0,4,0,2,95,3,1,1,0,1,0,806,2,0,806,0,1,0,1,4,1,7,0,3,3,2,0,66,136,0,0,0,0,0,5,2010,128000
567,60,77,11198,1,0,1,0,5,245,2,95,4,1,1,0,1,0,1122,4,1,1370,0,0,0,1,4,1,7,1,3,3,2,144,39,0,0,0,0,0,0,6,2008,325000
568,20,70,10171,1,0,1,0,5,168,2,95,3,1,6,2,1,0,1515,4,1,0,0,0,0,0,3,1,7,0,3,3,2,0,0,0,0,0,0,0,0,3,2010,214000
569,50,79,12327,1,0,1,1,8,0,2,95,3,4,6,1441,1,0,55,4,1,636,0,1,0,1,1,1,5,1,4,3,2,349,40,0,0,0,0,0,0,9,2009,316600
570,90,0,7032,1,0,1,0,5,0,2,95,3,4,6,943,1,0,0,2,1,0,0,1,0,0,2,1,7,2,3,3,2,42,0,0,0,0,0,0,0,12,2006,135960
571,90,74,13101,1,0,1,0,5,108,2,85,3,1,2,231,1,0,1497,2,1,0,0,0,0,0,6,2,7,0,3,3,2,0,0,0,0,0,0,0,0,11,2008,142600
572,20,60,7332,1,0,0,0,6,207,2,85,3,1,4,414,1,0,450,4,1,0,0,1,0,0,2,1,7,0,3,3,2,168,0,0,0,0,0,0,0,10,2006,120000
573,60,83,13159,1,0,1,0,5,0,2,105,3,3,1,0,1,0,846,3,1,846,0,0,0,1,3,1,7,0,3,3,2,208,114,0,0,0,0,0,0,7,2009,224500
574,80,76,9967,1,0,1,0,5,0,2,95,3,1,1,0,1,0,384,4,1,656,0,0,0,1,3,1,7,1,3,3,2,100,0,0,0,0,0,0,0,12,2007,170000
575,80,70,10500,1,0,0,0,7,82,2,85,3,3,5,349,1,0,23,2,1,533,0,0,1,0,3,1,7,0,3,3,2,35,0,0,0,0,0,0,0,12,2007,139000
576,50,80,8480,1,0,0,0,5,0,2,85,3,1,3,442,1,0,390,2,1,384,0,0,0,0,2,1,7,0,3,3,2,158,0,102,0,0,0,0,0,10,2008,118500
577,50,52,6292,1,0,0,0,7,0,2,85,3,1,1,0,1,0,861,3,1,600,0,0,1,0,3,1,7,1,3,3,2,0,50,0,0,0,0,0,0,8,2009,145000
578,80,96,11777,1,0,1,0,6,97,2,85,3,3,2,328,5,551,285,4,1,0,0,1,0,0,3,1,7,2,3,3,2,160,68,240,0,0,0,0,0,5,2006,164500
579,160,34,3604,1,1,0,0,5,0,2,95,3,1,1,0,1,0,689,4,1,689,0,0,0,0,2,1,7,0,3,3,2,0,102,0,0,0,0,0,0,2,2008,146000
580,50,81,12150,1,1,0,0,5,335,2,85,3,1,1,0,1,0,1050,4,0,745,0,0,0,0,4,1,7,0,2,3,2,0,0,0,0,0,0,0,0,11,2008,131500
581,20,0,14585,1,0,1,0,6,85,2,85,3,1,4,594,3,219,331,4,1,0,0,0,1,0,3,1,7,2,3,3,2,216,110,0,0,0,0,0,0,6,2007,181900
582,20,98,12704,1,0,0,0,5,306,2,105,3,1,1,0,1,0,2042,4,1,0,0,0,0,1,3,1,7,1,3,3,2,0,90,0,0,0,0,0,0,8,2009,253293
583,90,81,11841,0,0,0,0,5,104,3,95,3,3,6,816,1,0,0,2,1,0,0,1,0,0,3,1,7,0,0,0,2,0,32,0,0,0,0,0,0,5,2007,118500
584,75,75,13500,1,0,0,0,9,0,4,85,3,1,1,0,1,0,1237,3,1,1254,0,0,0,1,3,1,7,1,4,3,2,105,502,0,0,0,0,0,0,7,2008,325000
585,50,51,6120,1,0,0,0,7,0,2,85,3,1,1,0,1,0,884,4,1,584,0,0,0,0,3,1,7,0,3,3,2,0,0,54,0,120,0,0,0,7,2009,133000
586,20,88,11443,1,0,0,0,5,208,2,105,3,4,6,1460,1,0,408,4,1,0,0,1,0,0,2,1,7,2,3,3,2,326,66,0,0,0,0,0,0,3,2006,369900
587,30,55,10267,1,0,0,0,7,0,3,85,4,2,3,210,5,606,0,4,1,0,0,1,0,0,2,1,7,0,3,3,0,0,0,112,0,0,0,0,0,5,2008,130000
588,85,74,8740,1,0,1,0,6,0,2,85,3,3,5,672,1,0,168,2,1,0,0,1,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,7,2009,137000
589,20,65,25095,1,0,1,2,8,0,2,85,3,4,6,1324,1,0,113,4,1,0,0,2,0,0,1,1,7,2,3,3,2,0,48,0,0,60,0,0,0,6,2009,143000
590,40,50,9100,1,0,0,0,6,0,2,85,3,1,1,0,1,0,742,2,1,0,156,0,0,0,2,1,7,0,3,3,1,0,0,0,0,0,0,0,600,8,2008,79500
591,60,64,8320,1,0,0,0,5,0,2,95,3,1,6,490,1,0,280,4,1,812,0,0,0,1,3,1,7,0,3,3,2,0,45,0,0,0,0,0,0,9,2008,185900
592,60,97,13478,1,0,1,0,5,420,2,105,3,4,6,1338,1,0,384,4,1,568,0,1,0,1,3,1,7,1,3,3,2,382,274,0,0,0,0,0,0,6,2009,451950
593,20,60,6600,1,0,0,0,8,0,3,85,4,1,6,816,1,0,0,4,1,0,0,1,0,0,2,1,7,0,3,3,2,0,0,0,0,0,0,0,0,6,2008,138000
