Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SalePrice
1076,70,75,13125,1,0,0,0,7,6,1940,1984,0,2,2,85,3,1,4,410,1,0,390,800,2,1,960,780,0,1740,0,0,1,1,3,1,2,6,7,2,4,1,1,240,3,3,2,0,0,0,0,0,0,0,0,7,2007,219500
1077,50,60,10800,1,1,0,0,5,8,1936,1989,0,2,2,75,3,1,5,626,1,0,170,796,3,1,1096,370,0,1466,0,1,2,0,3,1,3,7,6,1,3,1,2,566,3,3,2,436,21,0,0,0,0,0,500,4,2006,170000
1078,20,0,15870,1,0,1,0,5,5,1969,1969,0,2,2,85,3,2,4,75,3,791,230,1096,4,1,1096,0,0,1096,1,0,1,0,3,1,2,6,7,0,0,3,1,299,3,3,2,240,32,0,0,0,0,0,0,3,2006,138800
1079,120,37,4435,1,0,0,0,6,5,2004,2004,169,3,2,95,3,2,6,662,1,0,186,848,4,1,848,0,0,848,1,0,1,0,1,1,3,3,7,1,4,2,2,420,3,3,2,140,0,0,0,0,0,0,0,5,2006,155900
1080,20,65,8775,1,0,0,0,5,5,1994,1994,0,2,2,95,3,1,6,495,1,0,495,990,3,1,990,0,0,990,0,0,1,0,3,1,2,5,7,0,0,1,1,299,3,3,2,0,64,0,0,0,0,0,0,4,2007,126000
1081,20,80,11040,1,0,0,0,6,7,1971,2004,144,3,3,85,3,1,5,656,1,0,602,1258,4,1,1258,0,0,1258,0,1,2,0,3,1,3,5,7,0,0,2,2,528,3,3,2,55,0,0,216,0,0,0,0,10,2008,145000
1082,20,75,7500,1,0,0,0,5,5,1963,1963,0,2,2,85,3,1,5,824,1,0,216,1040,1,1,1040,0,0,1040,1,0,1,1,3,1,2,5,7,0,0,3,1,308,3,3,2,0,0,220,0,0,0,0,0,6,2010,133000
1083,20,70,8749,1,0,0,0,7,5,2002,2002,100,3,2,95,3,1,1,0,1,0,1459,1459,4,1,1459,0,0,1459,0,0,2,0,3,1,3,6,7,1,4,2,2,527,3,3,2,192,39,0,0,0,0,0,0,9,2007,192000
1084,20,80,8800,1,0,0,0,6,6,1964,1964,425,2,2,85,3,1,4,553,1,0,698,1251,2,1,1251,0,0,1251,1,0,1,0,3,1,2,6,7,2,4,2,1,461,3,3,2,0,116,0,0,0,0,0,700,3,2006,160000
1085,60,0,13031,1,0,2,0,6,5,1995,1996,0,2,2,95,3,1,5,592,1,0,99,691,3,1,691,807,0,1498,0,0,2,1,3,1,2,6,7,1,3,3,2,409,3,3,2,315,44,0,0,0,0,0,0,7,2006,187500
1086,85,73,9069,1,0,0,0,6,6,1992,1992,0,2,2,95,3,3,6,747,1,0,189,936,4,1,996,0,0,996,1,0,1,0,2,1,3,5,7,0,0,1,2,564,3,3,2,120,0,0,0,0,0,0,0,4,2010,147000
1087,160,0,1974,1,0,0,0,4,5,1973,1973,0,2,2,85,3,1,4,334,1,0,212,546,2,1,546,546,0,1092,0,0,1,1,3,1,2,6,7,0,0,2,1,286,3,3,2,120,96,0,0,0,0,0,0,5,2010,83500
1088,60,85,10574,1,0,0,0,8,5,2005,2006,0,3,2,95,3,2,1,0,1,0,1082,1082,4,1,1082,871,0,1953,0,0,2,1,3,1,3,9,7,1,4,2,3,1043,3,3,2,160,50,0,0,0,0,0,0,5,2009,252000
1089,160,24,2522,1,0,0,0,7,5,2004,2004,50,3,2,95,3,1,1,0,1,0,970,970,4,1,970,739,0,1709,0,0,2,0,3,1,3,7,3,0,0,1,2,380,3,3,2,0,40,0,0,0,0,0,0,4,2006,137500
1090,120,37,3316,1,1,1,0,8,5,2005,2005,0,3,2,95,3,1,6,1039,1,0,208,1247,4,1,1247,0,0,1247,1,0,1,1,1,1,3,4,7,1,4,3,2,550,3,3,2,0,84,0,0,0,0,0,0,4,2006,197000
1091,90,60,8544,1,0,0,0,3,4,1950,1950,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1040,0,0,1040,0,0,2,0,2,2,2,6,7,0,0,1,2,400,3,3,2,0,0,0,0,0,0,0,0,6,2009,92900
1092,160,24,2160,1,1,0,0,7,5,1999,2000,212,3,2,95,3,1,4,510,1,0,90,600,4,1,624,628,0,1252,1,0,2,1,2,1,3,4,7,0,0,1,2,462,3,3,2,0,48,0,0,0,0,0,0,3,2008,160000
1093,50,60,8400,1,0,0,0,6,5,1925,1950,0,2,2,85,3,1,3,423,1,0,758,1181,1,1,1390,304,0,1694,0,0,2,0,4,1,2,7,7,1,4,1,2,576,3,3,2,342,0,128,0,0,0,0,0,6,2008,136500
1094,20,71,9230,1,0,0,0,5,8,1965,1998,166,2,2,85,3,2,6,661,1,0,203,864,3,1,1200,0,0,1200,1,0,1,1,1,1,3,6,7,0,0,1,2,884,3,3,2,0,64,0,0,0,0,0,0,10,2006,146000
1095,20,74,5868,1,0,0,0,5,7,1956,2000,0,2,2,85,3,1,4,248,3,240,448,936,4,1,936,0,0,936,1,0,1,0,2,1,2,4,7,0,0,3,1,308,3,3,2,0,0,80,0,160,0,0,0,5,2010,129000
1096,20,78,9317,1,0,1,0,6,5,2006,2006,0,3,2,95,3,1,6,24,1,0,1290,1314,3,1,1314,0,0,1314,0,0,2,0,3,1,3,6,7,1,4,2,2,440,3,3,2,0,22,0,0,0,0,0,0,3,2007,176432
1097,70,60,6882,1,0,0,0,6,7,1914,2006,0,2,2,85,3,1,1,0,1,0,684,684,2,1,773,582,0,1355,0,0,1,1,3,1,3,7,7,0,0,0,0,0,0,0,2,136,0,115,0,0,0,0,0,3,2007,127000
1098,120,0,3696,1,0,0,0,8,5,1986,1986,0,3,2,95,3,1,1,0,1,0,1074,1074,4,1,1088,0,0,1088,0,0,1,1,2,1,3,5,7,0,0,2,2,461,3,3,2,0,74,137,0,0,0,0,0,10,2007,170000
1099,50,50,6000,1,0,0,0,4,6,1936,1950,0,2,2,85,3,1,4,672,1,0,0,672,2,1,757,567,0,1324,0,0,1,0,3,1,2,6,7,0,0,1,1,240,3,3,2,0,0,0,0,0,0,0,0,7,2009,128000
1100,20,82,11880,1,0,1,0,7,5,1978,1978,206,2,2,95,3,1,5,704,1,0,567,1271,2,1,1601,0,0,1601,0,0,2,0,3,1,2,7,7,1,3,2,2,478,3,3,2,0,0,0,0,0,0,0,0,4,2009,157000
1101,30,60,8400,1,0,0,0,2,5,1920,1950,0,2,2,85,2,1,3,290,1,0,0,290,2,0,438,0,0,438,0,0,1,0,1,1,1,3,7,0,0,1,1,246,3,3,0,0,0,0,0,0,0,0,0,1,2009,60000
1102,20,61,9758,1,0,1,0,5,5,1971,1971,0,2,2,85,3,1,4,412,2,287,251,950,2,1,950,0,0,950,0,0,1,0,3,1,2,5,7,0,0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,7,2007,119500
1103,20,70,7000,1,0,0,0,5,7,1960,2002,45,2,2,85,3,1,3,588,1,0,422,1010,4,1,1134,0,0,1134,0,0,1,0,2,1,2,6,7,0,0,2,1,254,3,3,2,0,16,0,0,0,0,0,0,4,2007,135000
1104,20,79,8910,1,0,0,0,6,6,1959,1959,0,2,2,85,3,2,5,655,1,0,0,655,4,1,1194,0,0,1194,0,1,1,0,3,1,2,6,7,1,2,3,2,539,3,3,2,0,0,192,0,0,0,0,0,7,2006,159500
1105,160,24,2016,1,0,0,0,5,5,1970,1970,304,2,2,85,3,1,1,0,1,0,630,630,2,1,630,672,0,1302,0,0,2,1,3,1,2,6,7,0,0,1,2,440,3,3,2,0,0,0,0,0,0,0,0,4,2007,106000
1106,60,98,12256,1,0,1,0,8,5,1994,1995,362,3,2,105,3,3,6,1032,1,0,431,1463,4,1,1500,1122,0,2622,1,0,2,1,3,1,3,9,7,2,3,2,2,712,3,3,2,186,32,0,0,0,0,0,0,4,2010,325000
1107,20,114,10357,1,0,1,0,7,5,1990,1991,0,3,2,95,3,2,6,738,1,0,172,910,3,1,1442,0,0,1442,1,0,2,0,3,1,3,6,7,1,3,3,2,719,3,3,2,0,244,0,0,0,0,0,0,5,2007,179900
1108,60,168,23257,1,0,3,0,7,5,2006,2006,0,3,2,105,4,1,1,0,1,0,868,868,4,1,887,1134,0,2021,0,0,2,1,3,1,3,9,7,1,4,2,2,422,3,3,2,0,100,0,0,0,0,0,0,9,2006,274725
1109,60,0,8063,1,0,0,0,6,5,2000,2000,0,2,2,95,3,1,1,0,1,0,924,924,4,1,948,742,0,1690,0,0,2,1,3,1,2,7,7,1,3,2,2,463,3,3,2,100,48,0,0,0,0,0,0,11,2007,181000
1110,20,107,11362,1,0,1,0,8,5,2004,2005,42,3,2,105,3,2,6,1039,1,0,797,1836,4,1,1836,0,0,1836,1,0,2,0,3,1,3,7,7,1,4,3,3,862,3,3,2,125,185,0,0,0,0,0,0,3,2009,280000
1111,60,0,8000,1,0,0,0,6,5,1995,1996,0,2,2,95,3,1,6,219,1,0,554,773,3,1,773,885,0,1658,1,0,2,1,3,1,2,8,7,1,3,3,2,431,3,3,2,224,84,0,0,0,0,0,0,6,2008,188000
1112,60,80,10480,1,0,0,0,7,6,1976,1976,660,2,2,85,3,1,5,403,1,0,400,803,2,1,1098,866,0,1964,0,0,2,1,4,1,2,8,7,1,4,2,2,483,3,3,2,0,69,0,0,0,0,0,0,9,2008,205000
1113,20,73,7100,1,0,1,0,5,7,1957,1957,0,2,2,85,3,1,6,708,1,0,108,816,2,1,816,0,0,816,1,0,1,0,2,1,2,5,7,0,0,1,1,308,3,3,2,0,0,0,0,0,0,0,0,7,2006,129900
1114,20,66,8923,1,0,0,0,5,7,1953,2006,0,2,2,85,3,1,4,643,1,0,365,1008,3,1,1008,0,0,1008,1,0,1,0,2,1,3,6,7,0,0,1,1,240,3,3,2,0,18,0,0,0,0,0,0,5,2007,134500
1115,20,90,5400,1,0,0,0,5,7,1954,2000,0,2,3,85,3,1,3,415,1,0,418,833,4,1,833,0,0,833,0,0,1,0,2,1,3,4,7,0,0,1,1,326,3,3,2,0,0,0,0,0,0,0,0,8,2006,117000
1116,20,93,12085,1,0,0,0,8,5,2007,2007,328,3,2,105,3,1,6,1004,1,0,730,1734,4,1,1734,0,0,1734,1,0,2,0,3,1,4,7,7,1,4,2,3,928,3,3,2,0,0,0,0,0,0,0,0,11,2007,318000
1117,80,0,7750,1,0,0,0,8,5,2002,2002,0,3,2,95,3,1,6,353,1,0,55,408,4,1,779,640,0,1419,1,0,2,1,3,1,3,7,7,1,3,3,2,527,3,3,2,120,0,0,0,0,0,0,0,3,2009,184100
1118,20,57,9764,1,0,1,0,5,7,1967,2003,0,2,2,85,3,1,4,702,1,0,192,894,4,1,894,0,0,894,1,0,1,0,3,1,3,5,7,0,0,2,2,450,3,3,2,0,0,0,0,0,0,0,0,5,2008,130000
1119,80,85,13825,1,0,0,0,5,6,1958,1987,0,2,3,85,3,1,1,0,1,0,533,533,2,1,1021,580,0,1601,0,1,1,0,3,1,2,6,5,0,0,2,1,300,3,3,2,280,34,0,0,0,0,0,0,12,2008,140000
1120,20,70,7560,1,0,0,0,5,5,1959,1959,0,2,2,85,3,1,2,369,1,0,671,1040,2,1,1040,0,0,1040,0,0,1,0,3,1,2,6,7,0,0,2,1,286,3,3,2,140,0,252,0,0,0,0,0,7,2006,133700
1121,30,59,8263,1,0,0,1,6,5,1920,1950,0,2,2,85,3,1,1,0,1,0,1012,1012,2,1,1012,0,0,1012,0,0,1,0,2,1,2,6,7,1,4,1,1,308,3,3,2,0,22,112,0,0,0,0,0,5,2007,118400
1122,20,84,10084,1,0,0,0,7,5,2005,2006,196,3,2,95,3,3,6,24,1,0,1528,1552,4,1,1552,0,0,1552,0,0,2,0,3,1,3,7,7,0,0,2,3,782,3,3,2,144,20,0,0,0,0,0,0,7,2006,212900
1123,20,0,8926,1,0,1,0,4,3,1956,1956,0,2,2,85,3,1,1,0,1,0,672,672,4,1,960,0,0,960,0,0,1,0,3,1,2,5,7,0,0,1,1,288,3,3,2,64,0,0,0,160,0,0,0,10,2009,112000
1124,20,50,9405,1,0,0,0,5,9,1947,2008,0,2,4,85,3,1,1,0,1,0,698,698,4,1,698,0,0,698,0,1,1,0,2,1,2,4,7,0,0,0,0,0,0,0,2,0,200,0,0,0,0,0,0,6,2009,118000
1125,80,0,9125,1,0,1,0,7,5,1992,1992,170,2,2,95,3,1,1,0,1,0,384,384,3,1,812,670,0,1482,0,0,2,1,3,1,3,7,7,1,3,3,2,392,3,3,2,100,25,0,0,0,0,0,0,7,2007,163900
1126,20,60,10434,1,0,0,0,4,5,1955,1955,0,2,2,85,3,1,1,0,1,0,1005,1005,2,1,1005,0,0,1005,0,0,1,0,2,1,1,5,7,1,3,1,2,672,2,2,2,0,0,0,0,0,0,0,0,11,2009,115000
1127,120,53,3684,1,0,0,0,7,5,2007,2007,130,3,2,95,3,1,1,0,1,0,1373,1373,4,1,1555,0,0,1555,0,0,2,0,2,1,3,7,7,1,3,3,3,660,3,3,2,143,20,0,0,0,0,0,0,6,2009,174000
1128,20,182,14572,1,0,3,0,7,5,2004,2004,0,3,2,95,3,3,6,1300,1,0,230,1530,4,1,1530,0,0,1530,1,0,2,0,3,1,3,7,7,1,4,3,3,630,3,3,2,144,36,0,0,0,0,0,0,11,2007,259000
1129,60,59,11796,1,0,1,0,7,5,2004,2005,0,3,2,95,3,3,1,0,1,0,847,847,4,1,847,1112,0,1959,0,0,2,1,4,1,3,8,7,1,4,3,2,434,3,3,2,100,48,0,0,0,0,0,0,7,2007,215000
1130,90,60,7200,1,1,0,0,5,5,1980,1980,180,2,2,95,3,4,6,936,1,0,0,936,2,1,936,0,0,936,1,0,1,0,2,1,2,4,7,0,0,1,2,672,3,3,2,49,0,0,0,0,0,0,0,8,2007,140000
1131,50,65,7804,1,0,0,0,4,3,1928,1950,0,2,2,85,3,1,4,622,1,0,500,1122,2,1,1328,653,0,1981,1,0,2,0,4,1,3,7,5,2,3,1,2,576,3,3,2,431,44,0,0,0,0,0,0,12,2009,135000
1132,20,63,10712,1,0,0,0,5,5,1991,1992,0,2,2,95,3,2,4,212,1,0,762,974,2,1,974,0,0,974,0,0,1,0,3,1,2,5,7,0,0,0,0,0,0,0,2,0,28,0,0,0,0,0,0,9,2007,93500
1133,70,90,9900,1,0,0,0,6,4,1880,1950,0,2,2,85,3,2,1,0,1,0,1008,1008,2,1,1178,1032,0,2210,0,0,2,0,5,1,1,8,7,0,0,1,1,205,2,3,0,0,48,0,0,0,0,0,0,5,2007,117500
1134,60,80,9828,1,0,1,0,8,5,1995,1995,0,3,2,95,3,1,6,584,1,0,544,1128,4,1,1142,878,0,2020,0,0,2,1,3,1,3,8,7,1,3,2,2,466,3,3,2,0,155,0,0,0,0,0,0,6,2009,239500
1135,60,57,8773,1,0,1,0,6,5,1997,1997,0,2,2,95,3,3,1,0,1,0,916,916,3,1,916,684,0,1600,0,0,2,1,3,1,2,7,7,1,3,3,2,460,3,3,2,100,38,0,0,0,0,0,0,8,2007,169000
1136,30,60,6180,1,0,0,0,6,5,1926,1950,0,2,2,85,3,1,1,0,1,0,960,960,2,0,986,0,0,986,0,0,1,0,2,1,2,5,7,1,4,1,1,180,3,3,2,0,128,0,0,0,0,0,0,5,2007,102000
1137,50,80,9600,1,0,0,0,6,5,1950,1950,0,2,2,85,3,1,4,280,1,0,752,1032,2,1,1032,220,0,1252,0,0,1,0,3,1,2,6,7,0,0,1,1,288,3,3,2,0,0,96,0,0,0,0,0,4,2008,119000
1138,50,54,6342,1,0,0,0,5,8,1875,1996,0,2,3,85,3,1,1,0,1,0,780,780,3,0,780,240,0,1020,0,0,1,0,2,1,2,6,7,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,5,2010,94000
1139,20,0,9819,1,0,1,1,6,5,1977,1977,0,2,2,85,3,4,5,1567,1,0,0,1567,2,1,1567,0,0,1567,1,0,2,0,2,1,3,5,7,2,3,2,2,714,3,3,2,264,32,0,0,0,0,0,0,5,2009,196000
1140,30,98,8731,1,0,1,0,5,5,1920,1950,0,2,1,85,3,1,4,645,1,0,270,915,2,1,1167,0,0,1167,0,0,1,0,3,1,2,6,3,1,4,1,2,495,3,3,2,0,0,216,0,126,0,0,0,5,2007,144000
1141,20,60,7350,1,0,0,0,5,7,1951,1951,0,2,2,85,3,2,5,852,1,0,100,952,2,1,952,0,0,952,1,0,1,0,2,1,2,4,7,0,0,1,2,840,3,3,2,0,0,0,0,0,0,0,0,6,2008,139000
1142,60,0,10304,1,0,1,0,5,7,1976,1976,44,2,3,85,3,1,5,381,1,0,399,780,4,1,1088,780,0,1868,1,0,2,1,4,1,3,9,7,1,3,1,2,484,3,3,2,448,96,0,0,0,0,0,0,10,2009,197500
1143,60,77,9965,1,0,0,0,8,5,2006,2007,340,3,2,105,3,4,6,1150,1,0,316,1466,4,1,1466,1362,0,2828,1,0,3,0,4,1,3,11,7,1,3,2,3,1052,3,3,2,125,144,0,0,0,0,0,0,4,2007,424870
1144,20,0,9000,1,0,0,0,5,3,1959,1959,0,2,2,85,3,1,6,288,1,0,718,1006,2,1,1006,0,0,1006,0,0,1,0,3,1,2,5,7,0,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,7,2008,80000
1145,190,60,12180,1,0,0,0,4,4,1941,1950,0,2,1,95,3,1,4,348,1,0,324,672,1,0,672,252,0,924,1,0,1,0,2,1,1,5,7,0,0,1,1,280,3,3,2,0,0,0,0,0,0,0,0,7,2010,80000
1146,50,52,6240,1,0,0,0,5,6,1928,1950,0,2,2,85,3,1,1,0,1,0,1042,1042,4,1,1042,534,0,1576,0,0,1,0,3,1,2,8,7,1,4,1,1,225,3,3,2,0,0,0,0,0,0,0,0,8,2006,149000
1147,20,0,11200,1,0,0,0,6,5,1985,1985,85,3,2,95,3,1,6,1258,1,0,40,1298,2,1,1298,0,0,1298,1,0,2,0,3,1,3,5,7,1,3,1,2,403,3,3,2,165,26,0,0,0,0,0,0,5,2006,180000
1148,70,75,12000,1,0,0,0,7,7,1941,1950,0,2,2,85,3,1,3,275,1,0,429,704,4,1,860,704,0,1564,0,0,1,1,3,1,1,7,7,1,4,1,1,234,3,3,2,0,0,0,0,0,0,0,0,7,2009,174500
1149,50,0,5700,1,0,0,0,7,7,1926,1950,0,2,2,85,3,1,1,0,1,0,572,572,2,1,572,539,0,1111,0,0,1,0,2,1,2,5,7,1,4,1,1,288,3,3,2,0,0,176,0,0,0,0,0,8,2008,116900
1150,70,50,9000,1,0,0,0,7,9,1920,1988,0,2,3,85,3,1,5,624,1,0,26,650,4,1,832,650,0,1482,0,1,1,0,3,1,2,7,7,0,0,1,2,324,3,3,2,0,0,0,0,0,0,0,0,7,2009,143000
1151,20,57,8280,1,0,1,0,6,5,1950,1950,0,2,2,85,3,1,1,0,1,0,932,932,4,1,932,0,0,932,0,0,1,0,2,1,3,4,7,1,4,1,1,306,3,3,2,0,0,214,0,0,0,0,0,11,2007,124000
1152,20,134,17755,1,0,0,0,5,4,1959,1959,132,2,2,85,3,1,4,176,1,0,1290,1466,2,1,1466,0,0,1466,0,0,1,1,3,1,1,6,7,2,4,3,2,528,3,3,2,0,140,0,0,100,0,0,0,11,2006,149900
1153,20,90,14115,1,0,1,0,6,7,1956,2004,0,2,2,85,3,1,5,296,6,547,230,1073,4,1,1811,0,0,1811,0,0,1,0,2,1,4,6,7,1,4,3,2,470,3,3,2,0,0,280,0,0,0,0,0,7,2006,230000
1154,30,0,5890,1,0,0,0,6,8,1930,2007,0,3,3,85,3,3,5,538,1,0,278,816,4,1,816,0,0,816,0,0,1,0,2,1,2,5,7,0,0,1,1,432,3,3,2,0,0,96,0,0,0,0,0,6,2008,120500
1155,60,0,13700,1,0,1,0,7,6,1965,1988,288,2,2,85,3,4,5,454,1,0,410,864,2,1,902,918,0,1820,0,0,1,2,4,1,3,8,7,2,4,1,2,492,3,3,2,60,84,0,0,273,0,0,0,5,2008,201800
1156,20,90,10768,1,0,1,0,5,8,1976,2004,0,3,3,95,3,4,5,1157,1,0,280,1437,2,1,1437,0,0,1437,1,0,2,0,3,1,3,6,7,1,2,2,2,528,3,3,2,0,21,0,0,180,0,0,0,7,2007,218000
1157,80,85,9350,1,0,0,0,5,8,1965,1999,0,2,3,85,3,4,5,633,1,0,586,1219,3,1,1265,0,0,1265,0,1,2,0,3,1,3,6,7,1,4,2,2,502,3,3,2,0,92,0,96,0,0,0,0,10,2008,179900
1158,120,34,5001,1,0,1,0,7,5,2007,2008,166,3,2,95,3,1,6,904,1,0,410,1314,4,1,1314,0,0,1314,1,0,2,0,2,1,3,6,7,1,4,2,2,626,3,3,2,172,62,0,0,0,0,0,0,7,2009,230000
1159,20,92,11932,1,0,0,0,8,5,2007,2008,186,3,2,95,3,1,1,0,1,0,1580,1580,4,1,1580,0,0,1580,0,0,2,0,3,1,3,7,7,0,0,2,3,830,3,3,2,0,24,0,0,0,0,0,0,6,2008,235128
1160,60,76,9120,1,0,0,0,6,6,1974,1974,270,3,2,85,3,1,5,442,1,0,459,901,2,1,943,933,0,1876,0,0,2,1,4,1,3,8,7,1,3,2,2,540,4,3,2,0,69,0,0,0,0,0,0,7,2008,185000
1161,160,24,2280,1,0,0,0,6,5,1978,1978,0,2,2,95,3,1,5,311,1,0,544,855,1,1,855,601,0,1456,0,0,2,1,3,1,2,7,7,1,3,1,2,440,3,3,2,26,0,0,0,0,0,0,0,7,2010,146000
1162,20,0,14778,1,0,1,0,6,7,1954,2006,72,3,2,85,3,1,4,728,1,0,568,1296,4,1,1640,0,0,1640,1,0,1,0,3,1,3,7,7,1,4,1,2,924,3,3,2,108,0,0,216,0,0,0,0,11,2008,224000
1163,20,109,8724,1,0,0,0,5,5,1968,1968,0,2,2,95,3,1,4,492,1,0,402,894,3,1,894,0,0,894,0,0,1,0,3,1,2,5,7,1,1,3,2,450,3,3,2,0,0,0,0,0,0,0,0,5,2007,129000
1164,90,60,12900,1,0,0,0,4,4,1969,1969,0,2,2,95,3,3,6,1198,1,0,0,1198,2,1,1258,0,0,1258,2,0,0,2,0,2,2,6,7,0,0,1,2,400,2,3,2,120,0,0,0,0,0,0,0,1,2008,108959
1165,80,0,16157,1,0,1,0,5,7,1978,1978,0,2,2,95,3,4,5,680,3,391,289,1360,4,1,1432,0,0,1432,1,0,1,1,2,1,3,5,7,1,3,1,2,588,3,3,2,168,180,0,0,0,0,0,0,6,2007,194000
1166,20,79,9541,1,0,1,0,7,5,2009,2009,268,3,2,95,3,1,1,0,1,0,1502,1502,4,1,1502,0,0,1502,0,0,2,0,3,1,3,7,7,0,0,2,2,644,3,3,2,0,114,0,0,0,0,0,0,9,2009,233170
1167,20,64,10475,1,0,1,0,8,5,2008,2008,72,3,2,95,3,3,1,0,1,0,1694,1694,4,1,1694,0,0,1694,0,0,2,0,3,1,3,7,7,0,0,2,3,776,3,3,2,160,33,0,0,0,0,0,0,2,2010,245350
1168,60,58,10852,1,0,1,0,6,5,2000,2000,0,2,2,95,3,1,6,786,1,0,173,959,4,1,959,712,0,1671,1,0,2,1,3,1,2,7,7,1,3,3,2,472,3,3,2,0,38,0,0,0,0,0,0,2,2006,173000
1169,70,120,13728,1,0,0,0,6,7,1935,1986,0,2,2,85,3,1,3,626,1,0,501,1127,4,1,1236,872,0,2108,0,0,2,0,4,1,3,7,7,2,3,1,2,540,3,3,2,0,0,0,0,90,0,0,0,7,2008,235000
1170,60,118,35760,1,0,1,0,10,5,1995,1996,1378,3,3,105,3,4,6,1387,1,0,543,1930,4,1,1831,1796,0,3627,1,0,3,1,4,1,3,10,7,1,3,3,3,807,3,3,2,361,76,0,0,0,0,0,0,7,2006,625000
1171,80,76,9880,1,0,0,0,6,6,1977,1977,0,2,2,85,3,3,5,522,1,0,574,1096,2,1,1118,0,0,1118,1,0,1,0,3,1,2,6,7,1,1,3,1,358,3,3,2,203,0,0,0,0,576,3,0,7,2008,171000
1172,20,76,9120,1,0,0,0,6,6,1958,1958,0,2,2,85,3,1,5,662,1,0,599,1261,4,1,1261,0,0,1261,1,0,1,0,3,1,2,6,7,1,3,2,2,433,3,3,2,0,0,0,0,288,0,0,1400,11,2008,163000
1173,160,35,4017,1,1,1,0,7,5,2006,2007,0,3,2,95,3,1,1,0,1,0,625,625,4,1,625,625,0,1250,0,0,2,1,2,1,3,5,7,0,0,3,2,625,3,3,2,0,54,0,0,0,0,0,0,3,2008,171900
1174,50,138,18030,1,0,1,0,5,6,1946,1994,0,2,2,85,3,1,3,152,4,469,977,1598,2,1,1636,971,479,3086,0,0,3,0,3,1,4,12,3,1,4,0,0,0,0,0,2,122,0,0,0,0,0,0,0,3,2007,200500
1175,70,80,16560,1,0,1,0,6,8,1932,1950,0,2,2,95,3,1,3,503,1,0,449,952,2,1,1170,1175,0,2345,0,0,2,1,4,1,2,9,7,1,4,1,2,360,3,3,2,0,0,0,0,0,0,0,0,7,2006,239000
1176,50,85,10678,1,0,0,0,8,5,1992,2000,337,3,2,95,3,1,6,700,1,0,983,1683,4,1,2129,743,0,2872,0,0,2,1,4,1,3,9,7,1,3,3,2,541,3,3,2,0,33,0,0,0,0,0,0,4,2007,285000
1177,20,37,6951,1,0,1,0,5,5,1984,1985,0,2,2,85,3,1,5,658,1,0,218,876,2,1,923,0,0,923,1,0,1,0,3,1,2,5,7,0,0,1,1,264,3,3,2,362,0,0,0,0,0,0,0,10,2008,119500
1178,50,0,3950,1,1,0,0,6,8,1926,2004,0,2,2,85,3,1,3,468,1,0,350,818,2,1,818,406,0,1224,0,0,1,0,3,1,2,5,7,0,0,1,1,210,3,3,0,0,0,116,0,0,0,0,0,12,2009,115000
1179,50,54,7681,1,0,1,0,5,6,1921,1950,0,2,2,85,3,1,1,0,1,0,731,731,4,1,820,523,0,1343,0,0,1,1,3,1,2,7,7,1,4,1,1,186,2,3,2,192,0,102,0,0,0,0,0,7,2009,154900
1180,20,77,8335,1,0,0,0,5,5,1954,1954,0,2,2,0,0,0,0,0,0,0,0,0,3,1,1124,0,0,1124,0,0,1,0,3,1,2,5,5,1,4,0,0,0,0,0,0,0,36,190,0,0,0,0,0,4,2006,93000
1181,60,0,11170,1,0,2,0,7,5,1990,1991,0,2,2,95,3,1,2,1216,1,0,0,1216,4,1,1298,1216,0,2514,0,0,2,1,4,1,2,8,7,0,0,3,2,693,3,3,2,0,0,0,0,0,0,0,0,4,2006,250000
1182,120,64,5587,1,0,1,1,8,5,2008,2008,186,4,2,105,3,4,6,1480,1,0,120,1600,4,1,1652,0,0,1652,1,1,2,0,2,1,3,5,7,1,4,3,2,482,3,3,2,162,53,0,153,0,0,0,0,11,2008,392500
1183,60,160,15623,1,0,1,0,10,5,1996,1996,0,3,2,105,3,3,6,2096,1,0,300,2396,4,1,2411,2065,0,4476,1,0,3,1,4,1,4,10,7,2,3,3,3,813,3,3,2,171,78,0,0,0,555,4,0,7,2007,745000
1184,30,60,10800,1,1,0,0,5,6,1920,1950,0,2,2,85,3,1,3,821,1,0,299,1120,4,1,1130,0,0,1130,1,0,1,0,2,1,2,5,7,1,4,1,2,720,3,3,2,229,0,0,0,0,0,0,0,6,2006,120000
